container,classification,component,repository,git_sha,expected_git_sha,image,immutable_image_digest,local_image_id,environment,compose_service,configuration_authority,secret_authority,rollback_image_or_digest,safety_applicable,safety_result,safety_state,startup_command
codestra-middleware-scheduler-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,9118e5bc01f9ce4a52add8753c096d061cd84848,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-middleware@sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,UNESTABLISHED,middleware-scheduler,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.health-contract-remediation.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml,/home/codestra-admin/releases/callback-production-20260822.override.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-scheduler-database-url,ghcr.io/codestra-srl/codestra-middleware@sha256:73fe86858d7a9303bbb151c77097aa43c0739e71c4781636e7db81dd4eadbf98,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission /opt/venv/bin/python -m app.entrypoints.scheduler
codestra-middleware-scraper-odoo-delivery-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,bab6f4332fec77611f6a364fd3c9c7f9cc022051,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:55dfe9ddfa8bfa94a9202284cb5276311e009066784bbde5dc05d5e1c3776492,sha256:55dfe9ddfa8bfa94a9202284cb5276311e009066784bbde5dc05d5e1c3776492,sha256:55dfe9ddfa8bfa94a9202284cb5276311e009066784bbde5dc05d5e1c3776492,production,middleware-scraper-odoo-delivery-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.scraper-ingress-disabled.yaml,/opt/codestra/compose/compose.scraper-monitoring-worker-disabled.yaml,/opt/codestra/compose/compose.live-delivery-scraper.yaml",/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/middleware-runtime/middleware-integration-api-database-url,codestra/middleware@sha256:55dfe9ddfa8bfa94a9202284cb5276311e009066784bbde5dc05d5e1c3776492,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.scraper_odoo_delivery_worker
codestra-middleware-social-n8n-delivery-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-social-n8n-delivery-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-integration-api-database-url,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.social_n8n_delivery_worker
codestra-middleware-staging-callback-staging-1,Codestra release workload,middleware,codestra-app:/opt/codestra/middleware,f1c07e0-reprofix2,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:current-hardened-20260723,UNESTABLISHED,sha256:57a4a3a22278aa61bc443910927a308d594db287b8e2cd500ee12293e8a93f4d,STAGING,callback-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/staging-callback/callback_hmac;/etc/codestra/secrets/staging-callback/tls,sha256:57a4a3a22278aa61bc443910927a308d594db287b8e2cd500ee12293e8a93f4d,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python3 /app/staging_callback_receiver.py
codestra-middleware-staging-middleware-staging-1,Codestra release workload,middleware,https://github.com/Codestra-SRL/codestra-middleware,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:staging-b29db772,UNESTABLISHED,sha256:b81c125296effc17a33258212d9a71a3c427a972fa9783ec2c060109d167408f,staging,middleware-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/middleware-staging/n8n-internal-auth/header_name;/etc/codestra/secrets/middleware-staging/n8n-internal-auth/token;/etc/codestra/secrets/middleware-staging/outbox_signature_secret;/etc/codestra/secrets/middleware-staging/postly/postiz_api_key;/etc/codestra/secrets/middleware-staging/redis-auth/redis_url;/etc/codestra/secrets/middleware-staging/social/postly_callback_hmac;/etc/codestra/secrets/middleware-staging/vicidial-adapter-hmac;/etc/codestra/secrets/middleware-staging/vicidial-mtls;/opt/codestra/secrets/identity-staging/middleware_client_secret,sha256:b81c125296effc17a33258212d9a71a3c427a972fa9783ec2c060109d167408f,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/bin/sh -c alembic upgrade head && exec uvicorn app.entrypoints.integration_api:app --host 0.0.0.0 --port 8095
codestra-middleware-staging-notification-worker-staging-1,Codestra release workload,middleware,appolon1908-hue/Middleware-,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:staging-preflight-n8n-auth-20260801,UNESTABLISHED,sha256:ed7accf6d1f9ad7d84f43deba8caa0d58f8c40709c7b54d622d70df56b1f2386,staging,notification-worker-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/middleware-staging/outbox_signature_secret;/etc/codestra/secrets/middleware-staging/redis-auth/redis_url;/etc/codestra/secrets/middleware-staging/vicidial-adapter-hmac;/etc/codestra/secrets/middleware-staging/vicidial-mtls;/opt/codestra/secrets/identity-staging/middleware_client_secret,sha256:ed7accf6d1f9ad7d84f43deba8caa0d58f8c40709c7b54d622d70df56b1f2386,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m app.entrypoints.notification_worker
codestra-middleware-staging-odoo-result-worker-staging-1,Codestra release workload,middleware,https://github.com/Codestra-SRL/codestra-middleware,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:staging-b29db772,UNESTABLISHED,sha256:b81c125296effc17a33258212d9a71a3c427a972fa9783ec2c060109d167408f,staging,odoo-result-worker-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/internal-n8n/registry-snapshot-key;/etc/codestra/secrets/middleware-staging/redis-auth/redis_url;/opt/codestra/secrets/identity-staging/middleware_client_secret,sha256:b81c125296effc17a33258212d9a71a3c427a972fa9783ec2c060109d167408f,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m app.entrypoints.odoo_result_worker
codestra-middleware-staging-postgres-1,Codestra release workload,middleware,appolon1908-hue/Middleware-,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,STAGING,postgres,/opt/codestra/middleware-staging/compose.yaml,NO_SECRET_MOUNT_OBSERVED,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-middleware-staging-redis-1,Codestra release workload,middleware,appolon1908-hue/Middleware-,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,redis@sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,STAGING,redis,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/middleware-staging/redis-auth/redis_url;/etc/codestra/secrets/middleware-staging/redis-auth/users.acl,redis@sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh redis-server --appendonly yes --save 60 1 --maxmemory 384mb --maxmemory-policy noeviction --aclfile /run/secrets/redis-users.acl
codestra-middleware-staging-scheduler-staging-1,Codestra release workload,middleware,appolon1908-hue/Middleware-,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:staging-preflight-n8n-auth-20260801,UNESTABLISHED,sha256:ed7accf6d1f9ad7d84f43deba8caa0d58f8c40709c7b54d622d70df56b1f2386,staging,scheduler-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/middleware-staging/outbox_signature_secret;/etc/codestra/secrets/middleware-staging/redis-auth/redis_url,sha256:ed7accf6d1f9ad7d84f43deba8caa0d58f8c40709c7b54d622d70df56b1f2386,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m app.entrypoints.scheduler
codestra-middleware-staging-scraper-odoo-delivery-worker-1,Codestra release workload,middleware,https://github.com/Codestra-SRL/codestra-middleware,4780bd72d1c574af4aed62d374ec50b208e8ea4c,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:scraper-protected-main-4780bd72,UNESTABLISHED,sha256:dc97c48f3a29690635bf28de9f3d2562fac2dadb74b8744ea6e99c1bd4ffcda1,staging,scraper-odoo-delivery-worker,"/opt/codestra/middleware-staging/compose.yaml,/opt/codestra/middleware-staging/compose.scraper-canary.yaml",/etc/codestra/secrets/middleware-staging/scraper_canary_hmac,sha256:dc97c48f3a29690635bf28de9f3d2562fac2dadb74b8744ea6e99c1bd4ffcda1,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m app.entrypoints.scraper_odoo_delivery_worker
codestra-middleware-staging-social-dead-letter-worker-staging-1,Codestra release workload,middleware,https://github.com/Codestra-SRL/codestra-middleware,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:social-staging-12cd5fc,UNESTABLISHED,sha256:8e4a1afa8ca70a6c9136530074f6f8f1257e9f9a895f705fa50acb6f64b18fe6,staging,social-dead-letter-worker-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/middleware-staging/redis-auth/redis_url,sha256:8e4a1afa8ca70a6c9136530074f6f8f1257e9f9a895f705fa50acb6f64b18fe6,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m app.entrypoints.social_dead_letter_worker
codestra-middleware-staging-social-delivery-worker-staging-1,Codestra release workload,middleware,https://github.com/Codestra-SRL/codestra-middleware,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:social-staging-12cd5fc,UNESTABLISHED,sha256:8e4a1afa8ca70a6c9136530074f6f8f1257e9f9a895f705fa50acb6f64b18fe6,staging,social-delivery-worker-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/middleware-staging/redis-auth/redis_url,sha256:8e4a1afa8ca70a6c9136530074f6f8f1257e9f9a895f705fa50acb6f64b18fe6,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m app.entrypoints.social_delivery_worker
codestra-middleware-staging-social-reconciliation-worker-staging-1,Codestra release workload,middleware,https://github.com/Codestra-SRL/codestra-middleware,UNESTABLISHED,0227e9d0380bf4808540d61c6f168fee584d138c,codestra/middleware:social-staging-12cd5fc,UNESTABLISHED,sha256:8e4a1afa8ca70a6c9136530074f6f8f1257e9f9a895f705fa50acb6f64b18fe6,staging,social-reconciliation-worker-staging,/opt/codestra/middleware-staging/compose.yaml,/etc/codestra/secrets/middleware-staging/redis-auth/redis_url,sha256:8e4a1afa8ca70a6c9136530074f6f8f1257e9f9a895f705fa50acb6f64b18fe6,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m app.entrypoints.social_reconciliation_worker
codestra-middleware-sync-worker-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-sync-worker,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-sync-worker-database-url,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.entrypoints.sync_worker
codestra-middleware-telephony-provisioning-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-telephony-provisioning,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-telephony-provisioning-database-url;/etc/codestra/secrets/vicidial-mtls,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission python -m app.entrypoints.telephony_provisioning
codestra-middleware-vicidial-adapter-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,b3ca9aa458fef843e3065aeff3397c656349f138,NOT_IN_SOURCE_LOCK,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,UNESTABLISHED,middleware-vicidial-adapter,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-vicidial-adapter-database-url;/etc/codestra/secrets/vicidial-mtls,codestra/middleware@sha256:1a9e13a0c930d36076b5742e17f948dc85d9bc6ace90e58052756c8b1ad42700,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission python -m app.entrypoints.vicidial_adapter
codestra-middleware-webphone-session-issuer-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,80954a1ecb4eae49a57a9de245f78fd9a2f825a1,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-middleware@sha256:48dbb4201b4cf8abee1600936a84da52a92969ab124fb44a0007059e75d57e85,sha256:48dbb4201b4cf8abee1600936a84da52a92969ab124fb44a0007059e75d57e85,sha256:48dbb4201b4cf8abee1600936a84da52a92969ab124fb44a0007059e75d57e85,UNESTABLISHED,middleware-webphone-session-issuer,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.live-delivery-safety.yaml,/opt/codestra/compose/compose.webrtc-6101-controlled.yaml,/opt/codestra/compose/compose.m07-exact-digest.yaml",/etc/codestra/secrets/codestra-compose/middleware_secret;/etc/codestra/secrets/codestra-compose/odoo_identity_hmac;/etc/codestra/secrets/codestra-compose/provisioning/ca-bundle.crt;/etc/codestra/secrets/codestra-compose/provisioning/client_secret;/etc/codestra/secrets/codestra-compose/redis_url;/etc/codestra/secrets/codestra-compose/webhook_shared_secret;/etc/codestra/secrets/middleware-runtime/middleware-webphone-session-issuer-database-url,ghcr.io/codestra-srl/codestra-middleware@sha256:48dbb4201b4cf8abee1600936a84da52a92969ab124fb44a0007059e75d57e85,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=false;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=false,/usr/local/bin/live-delivery-admission python -m app.entrypoints.webphone_session_issuer
codestra-monitoring-alertmanager-1,observability/security workload,unmapped,https://github.com/prometheus/alertmanager,UNESTABLISHED,NOT_IN_SOURCE_LOCK,prom/alertmanager@sha256:9e082985f56f4c8c9f724e18f2288c6708f472e56a5286b8863d080434ea065d,sha256:9e082985f56f4c8c9f724e18f2288c6708f472e56a5286b8863d080434ea065d,sha256:9e082985f56f4c8c9f724e18f2288c6708f472e56a5286b8863d080434ea065d,UNESTABLISHED,alertmanager,/opt/codestra/operations/monitoring/compose.monitoring.yaml,/etc/codestra/secrets/monitoring/primary_receiver_url;/etc/codestra/secrets/monitoring/receiver_bearer;/etc/codestra/secrets/monitoring/recovery_receiver_url;/etc/codestra/secrets/monitoring/rejected_route_url;/etc/codestra/secrets/monitoring/secondary_receiver_url;/etc/codestra/secrets/monitoring/social_staging_test_receiver_url,prom/alertmanager@sha256:9e082985f56f4c8c9f724e18f2288c6708f472e56a5286b8863d080434ea065d,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/bin/alertmanager --config.file=/etc/alertmanager/alertmanager.yml --storage.path=/alertmanager
codestra-monitoring-blackbox-1,observability/security workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,prom/blackbox-exporter@sha256:e753ff9f3fc458d02cca5eddab5a77e1c175eee484a8925ac7d524f04366c2fc,sha256:e753ff9f3fc458d02cca5eddab5a77e1c175eee484a8925ac7d524f04366c2fc,sha256:e753ff9f3fc458d02cca5eddab5a77e1c175eee484a8925ac7d524f04366c2fc,UNESTABLISHED,blackbox,/opt/codestra/operations/monitoring/compose.monitoring.yaml,NO_SECRET_MOUNT_OBSERVED,prom/blackbox-exporter@sha256:e753ff9f3fc458d02cca5eddab5a77e1c175eee484a8925ac7d524f04366c2fc,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/bin/blackbox_exporter --config.file=/etc/blackbox/blackbox.yml
codestra-monitoring-cadvisor-1,observability/security workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,gcr.io/cadvisor/cadvisor@sha256:3de2bd5203120b866d74a9b283b2ffb8ec382fbf9dc321814700c6ea6f44ec57,sha256:3de2bd5203120b866d74a9b283b2ffb8ec382fbf9dc321814700c6ea6f44ec57,sha256:3de2bd5203120b866d74a9b283b2ffb8ec382fbf9dc321814700c6ea6f44ec57,UNESTABLISHED,cadvisor,/opt/codestra/operations/monitoring/compose.monitoring.yaml,NO_SECRET_MOUNT_OBSERVED,gcr.io/cadvisor/cadvisor@sha256:3de2bd5203120b866d74a9b283b2ffb8ec382fbf9dc321814700c6ea6f44ec57,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/usr/bin/cadvisor -logtostderr
