container,classification,component,repository,git_sha,expected_git_sha,image,immutable_image_digest,local_image_id,environment,compose_service,configuration_authority,secret_authority,rollback_image_or_digest,safety_applicable,safety_result,safety_state,startup_command
codestra-odoo19-module-staging-postgres-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,MODULE_STAGING,postgres,/opt/codestra/odoo19-module-staging/compose.yaml,/etc/codestra/secrets/odoo19-module-staging/postgres_password,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-odoo19-staging-odoo19-master-staging-1,Codestra release workload,odoo,appolon1908-hue/Odoo,UNESTABLISHED,16356fa57fbda080fe78831507eccd63d9a00fc4,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,STAGING,odoo19-master-staging,"/opt/codestra/odoo19-staging/compose.yaml,/opt/codestra/odoo19-staging/compose.master.override.yaml",NO_SECRET_MOUNT_OBSERVED,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,"/entrypoint.sh odoo --database=codestra_master_v2_staging --addons-path=/usr/lib/python3/dist-packages/odoo/addons,/mnt/integration-addons,/mnt/call-center-addons --init=codestra_base,codestra_vicidial_crm,codestra_integration_hub,codestra_vicidial_connector,call_center_core,call_center_campaign,call_center_compliance,call_center_lead_validation,call_center_orchestration,codestra,codestra_appointments,codestra_ivr_control,codestra_ai_core,codestra_ai_qualification,codestra_ai_call_audit,codestra_ai_realtime_assistant,codestra_ai_review,codestra_transcription,codestra_analytics_reporting,codestra_daily_reporting --without-demo=true --workers=0 --max-cron-threads=0 --http-interface=0.0.0.0 --log-level=info"
codestra-odoo19-staging-odoo19-scraper-canary-1,Codestra release workload,odoo,appolon1908-hue/Odoo,UNESTABLISHED,16356fa57fbda080fe78831507eccd63d9a00fc4,odoo@sha256:94a4f480b8039dc9ca2bca9e77e59f97d3311f66e2aad663cf2670be9c66d4ea,sha256:94a4f480b8039dc9ca2bca9e77e59f97d3311f66e2aad663cf2670be9c66d4ea,sha256:94a4f480b8039dc9ca2bca9e77e59f97d3311f66e2aad663cf2670be9c66d4ea,STAGING,odoo19-scraper-canary,"/opt/codestra/odoo19-staging/compose.yaml,/opt/codestra/odoo19-staging/compose.scraper-canary.yaml",NO_SECRET_MOUNT_OBSERVED,odoo@sha256:94a4f480b8039dc9ca2bca9e77e59f97d3311f66e2aad663cf2670be9c66d4ea,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,"/entrypoint.sh odoo --database=codestra_scraper_cert_clean_20260812 --db-filter=^codestra_scraper_cert_clean_20260812$ --addons-path=/usr/lib/python3/dist-packages/odoo/addons,/mnt/extra-addons,/mnt/reviewed-addons --workers=0 --max-cron-threads=0 --http-interface=0.0.0.0 --log-level=info"
codestra-odoo19-staging-odoo19-staging-1,Codestra release workload,odoo,appolon1908-hue/Odoo,UNESTABLISHED,16356fa57fbda080fe78831507eccd63d9a00fc4,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,STAGING,odoo19-staging,/opt/codestra/odoo19-staging/compose.yaml,NO_SECRET_MOUNT_OBSERVED,odoo@sha256:f54272f31d5f77e4146b887efb3761c98480317daf687e4b4b5e76ed8bcc08c5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,"/entrypoint.sh odoo --database=odoo19_staging --addons-path=/usr/lib/python3/dist-packages/odoo/addons,/mnt/r1-addons,/mnt/reviewed-addons,/mnt/extra-addons --init=codestra_base,call_center_core,call_center_campaign,codestra_vicidial_crm,codestra_integration_hub,codestra_vicidial_connector --without-demo=true --workers=0 --max-cron-threads=0 --http-interface=0.0.0.0 --log-level=info"
codestra-odoo19-staging-postgres-1,Codestra release workload,odoo,appolon1908-hue/Odoo,UNESTABLISHED,16356fa57fbda080fe78831507eccd63d9a00fc4,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,STAGING,postgres,/opt/codestra/odoo19-staging/compose.yaml,NO_SECRET_MOUNT_OBSERVED,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-postgres-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,UNESTABLISHED,postgres,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.shared-postgresql-pitr.yaml",/etc/codestra/secrets/codestra-compose/postgres_superuser_password,postgres@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres -c wal_level=replica -c archive_mode=on -c archive_command=/usr/local/sbin/codestra-shared-postgres-stage-wal.sh %p %f -c archive_timeout=60s -c max_wal_senders=10 -c max_replication_slots=10 -c wal_compression=on
codestra-private-vicidial-ingress-1,observability/security workload,unmapped,https://github.com/caddyserver/caddy-docker,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra/caddy:2.11.4-hardened-20260723,UNESTABLISHED,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,UNESTABLISHED,private-vicidial-ingress,"/opt/codestra/compose/compose.yaml,/opt/codestra/compose/compose.middleware-runtime.yaml,/opt/codestra/compose/compose.phase-n2-activation.yaml,/opt/codestra/compose/compose.final-production-trust.yaml,/opt/codestra/compose/compose.schema2-recovery-20260812.yaml,/opt/codestra/compose/compose.server-a-readiness-5bb5a048.yaml,/opt/codestra/releases/middleware-51416422/deploy/readiness/compose.private-vicidial-ingress.yaml,/opt/codestra/compose/compose.breero-worker-a9e890c.yaml",NO_SECRET_MOUNT_OBSERVED,sha256:269c6bd9b2713a27f8dc34a19a904bb0ba9d8f0f1564913576becd24779674d5,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,caddy run --config /etc/caddy/Caddyfile --adapter caddyfile
codestra-provisioning-jwks-relay,legacy workload,unmapped,https://github.com/appolon1908-hue/codestra-provisioning-service,0e7d8893ec7fda96a9ff9b5f91151d3537c28ae7,NOT_IN_SOURCE_LOCK,codestra/provisioning-service@sha256:2ce593371c26db217fa38be8cdbe08ef1798c2973b271e1639b57fb47636d5bf,sha256:2ce593371c26db217fa38be8cdbe08ef1798c2973b271e1639b57fb47636d5bf,sha256:2ce593371c26db217fa38be8cdbe08ef1798c2973b271e1639b57fb47636d5bf,UNESTABLISHED,identity-relay,/root/codestra-provisioning-production-remediation/deploy/compose.identity-relay.yaml,NO_SECRET_MOUNT_OBSERVED,codestra/provisioning-service@sha256:2ce593371c26db217fa38be8cdbe08ef1798c2973b271e1639b57fb47636d5bf,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,"python -c import os,socket,socketserver,threading
upstream=(os.environ[""IDENTITY_UPSTREAM_IP""],443)
def pump(a,b):
    try:
        while data:=a.recv(65536): b.sendall(data)
    except OSError: pass
    finally:
        try: b.shutdown(socket.SHUT_WR)
        except OSError: pass
class Handler(socketserver.BaseRequestHandler):
    def handle(self):
        peer=socket.create_connection(upstream,5)
        thread=threading.Thread(target=pump,args=(self.request,peer),daemon=True)
        thread.start(); pump(peer,self.request); thread.join()
class Server(socketserver.ThreadingTCPServer):
    allow_reuse_address=True
    daemon_threads=True
Server((""0.0.0.0"",443),Handler).serve_forever()
"
codestra-provisioning-service-provisioning-service-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra/provisioning-service:identity-integration-20260726-v15,UNESTABLISHED,sha256:db7dfcf1d8547d9daa9f1e1b7f7f834b0138b95e15fce95345e4e2e1211ed578,staging,provisioning-service,/opt/codestra/provisioning-service/compose.yaml,/var/lib/docker/volumes/codestra-provisioning-service_runtime_secrets/_data,sha256:db7dfcf1d8547d9daa9f1e1b7f7f834b0138b95e15fce95345e4e2e1211ed578,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,python -m uvicorn app.main:create_app --factory --host 0.0.0.0 --port 8443 --workers 1 --ssl-certfile /run/provisioning-secrets/server.crt --ssl-keyfile /run/provisioning-secrets/server.key --no-server-header
codestra-redis-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,redis@sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,UNESTABLISHED,redis,/opt/codestra/compose/compose.yaml,/etc/codestra/secrets/codestra-compose/redis_middleware_password;/etc/codestra/secrets/codestra-compose/redis_middleware_username;/etc/codestra/secrets/codestra-compose/redis_password;/etc/codestra/secrets/codestra-compose/redis_users_acl,redis@sha256:bb186d083732f669da90be8b0f975a37812b15e913465bb14d845db72a4e3e08,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh redis-server --appendonly yes --maxmemory 768mb --maxmemory-policy noeviction --aclfile /run/secrets/redis_users_acl
codestra-reseller-portal-oidc-gateway-1,legacy workload,unmapped,https://github.com/oauth2-proxy/oauth2-proxy,UNESTABLISHED,NOT_IN_SOURCE_LOCK,quay.io/oauth2-proxy/oauth2-proxy@sha256:aa0bd8dd5ab0c78e4c91c92755ad573a5f92241f88138b4141b8ec803463b4fd,sha256:aa0bd8dd5ab0c78e4c91c92755ad573a5f92241f88138b4141b8ec803463b4fd,sha256:aa0bd8dd5ab0c78e4c91c92755ad573a5f92241f88138b4141b8ec803463b4fd,UNESTABLISHED,oidc-gateway,"/root/codestra-odoo-middleware-functional/deploy/reseller-portal/compose.yaml,/root/codestra-odoo-middleware-functional/deploy/reseller-portal/compose.live-delivery-safety.yaml,/root/codestra-odoo-middleware-functional/deploy/reseller-portal/compose.oidc-tenant-authority.yaml",NO_SECRET_MOUNT_OBSERVED,quay.io/oauth2-proxy/oauth2-proxy@sha256:aa0bd8dd5ab0c78e4c91c92755ad573a5f92241f88138b4141b8ec803463b4fd,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/bin/oauth2-proxy --config=/etc/oauth2-proxy/oauth2-proxy.cfg
codestra-reseller-portal-portal-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra-reseller-portal:oidc-tenant-authority-20260816,UNESTABLISHED,sha256:7d7cf6318ac122f7e39ab679dec499dc1f6116129765903d44e42c74541ca12e,UNESTABLISHED,portal,"/root/codestra-odoo-middleware-functional/deploy/reseller-portal/compose.yaml,/root/codestra-odoo-middleware-functional/deploy/reseller-portal/compose.live-delivery-safety.yaml,/root/codestra-odoo-middleware-functional/deploy/reseller-portal/compose.oidc-tenant-authority.yaml",NO_SECRET_MOUNT_OBSERVED,sha256:7d7cf6318ac122f7e39ab679dec499dc1f6116129765903d44e42c74541ca12e,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission uvicorn reseller_portal.app:app --host 0.0.0.0 --port 8080 --no-server-header
codestra-reseller-portal-postgres-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres:17-alpine,UNESTABLISHED,sha256:742f40ea20b9ff2ff31db5458d127452988a2164df9e17441e191f3b72252193,UNESTABLISHED,postgres,/root/codestra-odoo-middleware-functional/deploy/reseller-portal/compose.yaml,NO_SECRET_MOUNT_OBSERVED,sha256:742f40ea20b9ff2ff31db5458d127452988a2164df9e17441e191f3b72252193,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-reviewed-monitoring-postgres-exporter-1,observability/security workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,docker.io/prometheuscommunity/postgres-exporter@sha256:9fca39a4307092387b7de884bed4b62205cb88a6a5fdb423b9a70ea80b34efb3,sha256:9fca39a4307092387b7de884bed4b62205cb88a6a5fdb423b9a70ea80b34efb3,sha256:9fca39a4307092387b7de884bed4b62205cb88a6a5fdb423b9a70ea80b34efb3,UNESTABLISHED,postgres-exporter,"/opt/codestra/worktrees/odoo-production-monitoring-readiness-20260804/deploy/monitoring/odoo-readiness/compose.yaml,/opt/codestra/operations/monitoring/compose.exporters.override.yaml",/etc/codestra/secrets/monitoring-runtime/postgres_exporter_password,docker.io/prometheuscommunity/postgres-exporter@sha256:9fca39a4307092387b7de884bed4b62205cb88a6a5fdb423b9a70ea80b34efb3,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/bin/postgres_exporter
codestra-sms-api-api-1,provider workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra-sms-api-api,UNESTABLISHED,sha256:49790449a1871a585456fe41bcb52dd614fb56f432907b9f5e7271e54306d6d7,UNESTABLISHED,api,"/opt/codestra/sms-api/compose.yaml,/opt/codestra/sms-api/compose.live-delivery-safety.yaml",NO_SECRET_MOUNT_OBSERVED,sha256:49790449a1871a585456fe41bcb52dd614fb56f432907b9f5e7271e54306d6d7,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission gunicorn --bind=0.0.0.0:8080 --workers=2 --threads=4 --timeout=30 --access-logfile=- app.main:app
codestra-sms-api-event-worker-1,provider workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,codestra-sms-api-event-worker,UNESTABLISHED,sha256:65222db1296663c33f1bdac9ef5c8c305d2d4388ddca26e3306776821d2dbee9,UNESTABLISHED,event-worker,"/opt/codestra/sms-api/compose.yaml,/opt/codestra/sms-api/compose.live-delivery-safety.yaml",NO_SECRET_MOUNT_OBSERVED,sha256:65222db1296663c33f1bdac9ef5c8c305d2d4388ddca26e3306776821d2dbee9,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=false;LIVE_EMAIL_DELIVERY=false;LIVE_PSTN_DIALING=false;PRODUCTION_DIALING=MISSING,/usr/local/bin/live-delivery-admission python -m app.event_worker
codestra-sms-api-postgres-1,provider workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres:17-alpine@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,UNESTABLISHED,postgres,"/opt/codestra/sms-api/compose.yaml,/opt/codestra/sms-api/compose.live-delivery-safety.yaml",NO_SECRET_MOUNT_OBSERVED,postgres:17-alpine@sha256:ef257d85f76e48da1c64832459b59fcaba1a4dac97bf5d7450c77753542eee94,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-websocket-gateway-gateway-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,9118e5bc01f9ce4a52add8753c096d061cd84848,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-websocket-gateway@sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,UNESTABLISHED,gateway,/home/codestra-admin/releases/middleware-69723c25a27e2a64cf55539c7d6df362a33579a4/websocket_gateway/compose.yaml,/etc/codestra/secrets/websocket-gateway/database_url;/etc/codestra/secrets/websocket-gateway/internal_token,ghcr.io/codestra-srl/codestra-websocket-gateway@sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/opt/venv/bin/python -m uvicorn app:app --host 0.0.0.0 --port 8080 --ws-ping-interval 25 --ws-ping-timeout 10 --timeout-graceful-shutdown 10 --no-access-log
codestra-websocket-gateway-postgres-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres:16-alpine@sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,UNESTABLISHED,postgres,/root/codestra-production-completion/websocket_gateway/compose.yaml,/etc/codestra/secrets/websocket-gateway/postgres_password,postgres:16-alpine@sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
codestra-websocket-standby-031447a-gateway-1,legacy workload,unmapped,https://github.com/Codestra-SRL/codestra-middleware,9118e5bc01f9ce4a52add8753c096d061cd84848,NOT_IN_SOURCE_LOCK,ghcr.io/codestra-srl/codestra-websocket-gateway@sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,UNESTABLISHED,gateway,/opt/codestra/websocket-standby-031447a/compose.yaml,/etc/codestra/secrets/websocket-gateway/database_url;/etc/codestra/secrets/websocket-gateway/internal_token,ghcr.io/codestra-srl/codestra-websocket-gateway@sha256:1c8f28d3627955c0d07f8a3f2e4187edb0770f3a9fc7cbc7dc9d819fcd255ffd,true,FAIL,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,/opt/venv/bin/python -m uvicorn app:app --host 0.0.0.0 --port 8080 --ws-ping-interval 25 --ws-ping-timeout 10 --timeout-graceful-shutdown 10 --no-access-log
codestra-websocket-standby-031447a-postgres-1,legacy workload,unmapped,UNESTABLISHED,UNESTABLISHED,NOT_IN_SOURCE_LOCK,postgres:16-alpine@sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,UNESTABLISHED,postgres,/opt/codestra/websocket-standby-031447a/compose.yaml,/etc/codestra/secrets/websocket-gateway/postgres_password,postgres:16-alpine@sha256:57c72fd2a128e416c7fcc499958864df5301e940bca0a56f58fddf30ffc07777,false,NOT_APPLICABLE_INFRASTRUCTURE,LIVE_ADVERTISING_ENABLED=MISSING;EXTERNAL_DELIVERY_ENABLED=MISSING;SOCIAL_PUBLISHING_ENABLED=MISSING;EXTERNAL_MODEL_CALLS_ENABLED=MISSING;LIVE_SMS_DELIVERY=MISSING;LIVE_EMAIL_DELIVERY=MISSING;LIVE_PSTN_DIALING=MISSING;PRODUCTION_DIALING=MISSING,docker-entrypoint.sh postgres
